HITId,AssignmentId,AnonymizedWorkerId,storageLink,video_id,video_id_paper,topic,channelTitle,alignment_video,alignment_topic,accuracy_before,trustworthiness_before,usefulness_video_before,confidence_video_before,comments,coded_comments,coded_comments_themes,coded_comments_observations
31MBOZ6PBRXPNGK9PQMQ4YTIIB7CLP,3SLE99ER0RJS5K70GTN6QDTN5BEBZV,U25,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/z23VDaHcW8k.mp4,z23VDaHcW8k,V2,Vaccination,Grandayy,4,5,4,5,1,5,,,,
3HA5ODM5LDY8Q2LZ0GEW6CV2U89SVN,3SNLUL3WO8TNWUZ21JDSNOADEX7LUG,U26,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/z23VDaHcW8k.mp4,z23VDaHcW8k,V2,Vaccination,Grandayy,5,5,5,5,1,5,Vaccines save more lives than the disease kills,relevant,opinion on the topic,
3PMR2DOWPR78QN494O014BLX48Q54H,3SNLUL3WO8TNWUZ21JDSNOADFNCULB,U25,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/CGYzH8nEZr0.mp4,CGYzH8nEZr0,CI2,Catalonia Independence,BBC News,3,2,4,4,1,4,"I feel for the people, they are very divided, I hope it does not lead back to war.",relevant,personal opinion,
3YCT0L9ONPFVIXCQYPS5WV1P857NS1,3SUWZRL0M2JOODZ9OFSLUN6D2G2E62,U27,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/CGYzH8nEZr0.mp4,CGYzH8nEZr0,CI2,Catalonia Independence,BBC News,3,2,3,4,1,4,,,,
3Y40HMYLM4OG94IYP0AE9YABWIZUXA,3SUWZRL0M2JOODZ9OFSLUN6D3UK6E5,U49,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/z23VDaHcW8k.mp4,z23VDaHcW8k,V2,Vaccination,Grandayy,2,2,4,4,1,4,,,,
3Y40HMYLM4OG94IYP0AE9YABWIZUXA,3T3IWE1XGATJNE0QTJVEZEN566BQT6,U21,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/z23VDaHcW8k.mp4,z23VDaHcW8k,V2,Vaccination,Grandayy,4,3,4,4,1,4,,,,
3PMR2DOWPR78QN494O014BLX48Q54H,3TDXMTX3CF004I1VKYICF245VXUI6D,U55,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/CGYzH8nEZr0.mp4,CGYzH8nEZr0,CI2,Catalonia Independence,BBC News,3,2,4,4,1,3,"The video may be slightly biased, since it is primarily interviewing involved parties who are opinionated, but overall it seems fair and informative about how citizens there feel on the issue.",relevant,"One-sided video, biased",
3AA88CN99S9R6D3W0ISEMP8MVVYKY7,3TEM0PF1Q93OIWZUQV1KF4E1P1AD02,U20,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/TsWNc9BusJ4.mp4,TsWNc9BusJ4,FT3,Free Trade,BBC News,2,4,3,3,1,3,"I am not really supportive of Free Trade, based on what I have seen in other countries.",relevant,opinion on the topic,
3LN50BUKQYH8H5TDUV8WOYSPHSXPLN,3TEM0PF1Q93OIWZUQV1KF4E1QF4D0P,U28,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/N3mWF0Fr7RM.mp4,N3mWF0Fr7RM,V3,Vaccination,Nuclear Family,3,4,4,3,1,4,"The video seems very emotional but it does explain very clear about the central idea of vaccines and guns, etc..",relevant,"informative video, emotional video",
3K3G488TS5EFFSR72L7E7EM2ZWMQ5P,3TGOYF9911SQFKMWAX5TEB6WRO7UUQ,U47,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/GzvfpyyZO9o.mp4,GzvfpyyZO9o,V1,Vaccination,Vox,5,5,5,5,1,5,I think the video does a good job of providing a history of vaccines and the opposition to the vaccines.  It has shows the importance of getting people vaccinated.,relevant,informative video,good video
3Y40HMYLM4OG94IYP0AE9YABWIZUXA,3TMFV4NEPCK59R4O2UJP0794GTHW8Z,U28,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/z23VDaHcW8k.mp4,z23VDaHcW8k,V2,Vaccination,Grandayy,3,4,3,3,1,4,This is a very conflicting discussion because not all people think that vaccines are useful and safe.,relevant,personal opinion,
3WYZV0QBGMJ1D59SP9TJ48IN7XSXBW,3TOK3KHVJXOT44Q313095D0N28Y7OZ,U21,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/CGYzH8nEZr0.mp4,CGYzH8nEZr0,CI2,Catalonia Independence,BBC News,3,1,4,5,1,4,,,,
38RHULDVA1LWBDI8LEPEOC8TSJ9IWV,3TUI152ZZFTIEUOHR0B4T84AD6WQ1A,U67,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/EZJGDCx5Nas.mp4,EZJGDCx5Nas,CI3,Catalonia Independence,RT,2,2,5,5,1,5,they are just doing it because of money reasons. They probably don't want to pay their fair share,relevant,personal opinion,
3IVKZBIBK3F381QFVRXSRB4TNXKHSH,3TVSS0C0E56O7BWC5SUKR35RUG7WTD,U52,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/TsWNc9BusJ4.mp4,TsWNc9BusJ4,FT3,Free Trade,BBC News,3,2,4,4,1,4,,,,
36QZ6V159CJ8DNWZVQ4RAQTJG10SUY,3TXMY6UCAIU21XYF7X0OA4N1H3MQCZ,U53,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/DIFh9aOJeZ0.mp4,DIFh9aOJeZ0,FT1,Free Trade,Daily Mail,3,3,3,3,0,2,It seems that Brexit is allowing freedoms to UE and common people. The conversation seems open and their communication is really well as well.,relevant,personal opinion,
3CMIQF80HQWBYWRL74HJZK02VRXQ65,3U0SRXB7CHBL42A692Y2V5RICT1NRE,U53,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/7mpxbenv6PA.mp4,7mpxbenv6PA,FT2,Free Trade,Brexit Party MEPs,2,3,3,3,0,3,There was a lot of information about Singapore and trade agreements or lack thereof. The idea of Brexit and Singapore is interesting.,relevant,informative video,
3PR3LXCWTI5IPCUVRPFND2NXJXPX9M,3U0SRXB7CHBL42A692Y2V5RID95RNJ,U28,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/DIFh9aOJeZ0.mp4,DIFh9aOJeZ0,FT1,Free Trade,Daily Mail,4,5,5,5,1,4,A very interesting video filled with lots of positive news for the people that are involved on this agreement.,relevant,interesting video,
36QZ6V159CJ8DNWZVQ4RAQTJG10SUY,3U4J9857OIH9LA1UXYVNZT0OUUG7B1,U5,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/DIFh9aOJeZ0.mp4,DIFh9aOJeZ0,FT1,Free Trade,Daily Mail,4,4,4,4,1,4,,,,
3CMIQF80HQWBYWRL74HJZK02VRXQ65,3U8YCDAGXTMI753ZVH74F3L08G50Q0,U27,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/7mpxbenv6PA.mp4,7mpxbenv6PA,FT2,Free Trade,Brexit Party MEPs,3,4,3,3,1,4,,,,
3IYI9285XV6JSQW9M5ADOJGQEM2CJN,3U8YCDAGXTMI753ZVH74F3L094W0Q4,U52,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/DIFh9aOJeZ0.mp4,DIFh9aOJeZ0,FT1,Free Trade,Daily Mail,3,4,4,4,1,4,,,,
3NSCTNUR32TNSCKQDPASHE7XWIMA5X,3UN61F00H0VHED40522G1ORWMY45RQ,U43,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/7mpxbenv6PA.mp4,7mpxbenv6PA,FT2,Free Trade,Brexit Party MEPs,2,4,3,3,0,3,Brexiter politicians are known to be liars and scoundrels.,relevant,personal opinion,
38RHULDVA1LWBDI8LEPEOC8TSJ9IWV,3UOUJI6MTHKIWOGRF2GGYI50LEJUXT,U41,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/EZJGDCx5Nas.mp4,EZJGDCx5Nas,CI3,Catalonia Independence,RT,3,3,4,4,1,4,,,,
3HA5ODM5LDY8Q2LZ0GEW6CV2U89SVN,3URFVVM169O71JG6GK41V3LBT7CUZ7,U18,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/z23VDaHcW8k.mp4,z23VDaHcW8k,V2,Vaccination,Grandayy,4,4,4,4,1,4,none,not relevant,not relevant,
3PR3LXCWTI5IPCUVRPFND2NXJXPX9M,3UWN2HHPU2BX5HAJORY7LFWEZ9QNS1,U1,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/DIFh9aOJeZ0.mp4,DIFh9aOJeZ0,FT1,Free Trade,Daily Mail,3,4,4,4,1,4,I thought she was very convincing,relevant,"speaker, convincing speaker",convincing
3SSN80MU9FU268DMVM6C3B1DTP4KX1,3V26SBZTBHKONIAGM739CV0QVS5ZZL,U63,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/N3mWF0Fr7RM.mp4,N3mWF0Fr7RM,V3,Vaccination,Nuclear Family,2,4,2,2,-1,4,,,,
3IKDQS3DRH6NXFC34NPDCI1Q17DCIB,3V5Q80FXI1XXWE0BCTZMLJL4WAW32I,U55,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/EvhvMgcJ6M8.mp4,EvhvMgcJ6M8,CI1,Catalonia Independence,CNN,3,2,5,4,-1,4,"The video appears accurate and fair, but is not comprehensive or complete enough to form an informed opinion on the topic - it is mostly covering one isolated event.",relevant,video not informative enough,
3087LXLJ7PMJTWFXRZQ8EKMXCQOF0U,3VA45EW49RTFTIB1CNJ0439AZVJO1M,U10,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/EZJGDCx5Nas.mp4,EZJGDCx5Nas,CI3,Catalonia Independence,RT,4,2,4,5,1,4,,,,
3HA5ODM5LDY8Q2LZ0GEW6CV2U89SVN,3VFJCI1K435FUATKMYL75LILBJWRGV,U27,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/z23VDaHcW8k.mp4,z23VDaHcW8k,V2,Vaccination,Grandayy,3,5,3,3,1,4,this one feels like it could go either way. it sometimes feels serious and other times tongue in cheek humor and comes across as pro anti vaxxer,relevant,"alignment on the video, parody",
3AA88CN99S9R6D3W0ISEMP8MVVYKY7,3VHHR074H7NLYJN6OBKHDWWT6M8L7C,U3,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/TsWNc9BusJ4.mp4,TsWNc9BusJ4,FT3,Free Trade,BBC News,3,4,4,4,1,4,I HOPE MY COLLEAGUE HAS A POSITIVE OPINION OF  FREE TRADE OR WE MAY END UP ARGUING AND THUS RUIN THE DINNER,relevant,opinion on the topic,
3YCT0L9ONPFVIXCQYPS5WV1P857NS1,3VJ40NV2QMTG22NAE63AA9S5QQBTOO,U20,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/CGYzH8nEZr0.mp4,CGYzH8nEZr0,CI2,Catalonia Independence,BBC News,2,1,3,3,-1,2,I have never heard of this topic before and this video was quite confusing.,relevant,"lack of knowledge, confusing video",confusing video
3AA88CN99S9R6D3W0ISEMP8MVVYKY7,3VJ40NV2QMTG22NAE63AA9S5QSDOTP,U63,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/TsWNc9BusJ4.mp4,TsWNc9BusJ4,FT3,Free Trade,BBC News,3,2,4,4,1,4,,,,
3Y40HMYLM4OG94IYP0AE9YABWIZUXA,3VZLGYJEYPGZINA1LPFOFAKFO20XZ0,U1,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/z23VDaHcW8k.mp4,z23VDaHcW8k,V2,Vaccination,Grandayy,5,5,5,5,1,5,Andrew Wakefield is an idiot,relevant,"personal opinion, speaker in the video",
3IKDQS3DRH6NXFC34NPDCI1Q17DCIB,3W2LOLRXLFLKWWP3CP6M3DAEJO5RK3,U43,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/EvhvMgcJ6M8.mp4,EvhvMgcJ6M8,CI1,Catalonia Independence,CNN,3,3,3,3,0,3,It's just CNN being CNN. They need ratings.,relevant,opinion on the video channel,channel
3HA5ODM5LDY8Q2LZ0GEW6CV2U89SVN,3W8CV64QJ65NQ6S9CN33Z0USKVOH9E,U48,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/z23VDaHcW8k.mp4,z23VDaHcW8k,V2,Vaccination,Grandayy,1,4,3,3,-1,2,,,,
3YCT0L9ONPFVIXCQYPS5WV1P857NS1,3W8CV64QJ65NQ6S9CN33Z0USKX39HP,U5,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/CGYzH8nEZr0.mp4,CGYzH8nEZr0,CI2,Catalonia Independence,BBC News,3,1,4,4,1,4,,,,
3Y40HMYLM4OG94IYP0AE9YABWIZUXA,3WAKVUDHU0MOH9A0XPCI4JSCKS57UR,U66,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/z23VDaHcW8k.mp4,z23VDaHcW8k,V2,Vaccination,Grandayy,5,5,5,5,1,5,,,,
3TRB893CTMG3P7BCNIHZBKWWLJU7GL,3WLEIWSYHSNCQM7AREOOPDMEFFE2HO,U55,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/N3mWF0Fr7RM.mp4,N3mWF0Fr7RM,V3,Vaccination,Nuclear Family,4,4,4,3,-1,3,"The video is supposed to be humorous / satire, so while I ultimately I believe the message is good and accurate, but it could be slightly confusing for some, and is not the best, most balanced and straightforward source of information on this topic.",relevant,"satirical video, informative video",informative
3SSN80MU9FU268DMVM6C3B1DTP4KX1,3WQ3B2KGECMVAOMS8IEEYJ9BR6R1B5,U2,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/N3mWF0Fr7RM.mp4,N3mWF0Fr7RM,V3,Vaccination,Nuclear Family,5,4,5,4,1,4,"None, thank you!",not relevant,not relevant,
36QZ6V159CJ8DNWZVQ4RAQTJG10SUY,3WR9XG3T67HP0BGLIJL0RFUIK7I74O,U26,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/DIFh9aOJeZ0.mp4,DIFh9aOJeZ0,FT1,Free Trade,Daily Mail,2,4,3,4,-1,5,Free trade should always be a decision for individual counties.,relevant,personal opinion,
3087LXLJ7PMJTWFXRZQ8EKMXCQOF0U,3WR9XG3T67HP0BGLIJL0RFUILQI74R,U25,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/EZJGDCx5Nas.mp4,EZJGDCx5Nas,CI3,Catalonia Independence,RT,4,4,4,4,1,4,I feel that this is like Upstate NY wanted to be a separate state from NYC.  I agree with their plight.,relevant,personal opinion,
3YCT0L9ONPFVIXCQYPS5WV1P857NS1,3WS1NTTKE2ILGGDQH1WA34HM1CG0FM,U7,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/CGYzH8nEZr0.mp4,CGYzH8nEZr0,CI2,Catalonia Independence,BBC News,4,4,5,5,1,5,,,,
3B6F54KMS5IS4Q51T2U7ZOOM66ZS10,3WSELTNVR78R0YT94NYS9E802MVATL,U61,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/EvhvMgcJ6M8.mp4,EvhvMgcJ6M8,CI1,Catalonia Independence,CNN,2,3,4,4,-1,4,The video really isn't informative it doesn't do a good job explaining the entire context of why the cops are breaking in and why people shouldn't be voting,relevant,video not informative enough,no context explained
3HA5ODM5LDY8Q2LZ0GEW6CV2U89SVN,3WZ36BJEV7MWJ8Y1A1YO4PS6JPITB6,U2,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/z23VDaHcW8k.mp4,z23VDaHcW8k,V2,Vaccination,Grandayy,5,4,5,5,1,4,Thank you!,not relevant,not relevant,
31MBOZ6PBRXPNGK9PQMQ4YTIIB7CLP,3WZ36BJEV7MWJ8Y1A1YO4PS6KFSBTF,U10,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/z23VDaHcW8k.mp4,z23VDaHcW8k,V2,Vaccination,Grandayy,5,5,5,5,1,5,,,,
3PR3LXCWTI5IPCUVRPFND2NXJXPX9M,3X08E93BHZOKBY6UIX9NIZE0MUX66H,U59,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/DIFh9aOJeZ0.mp4,DIFh9aOJeZ0,FT1,Free Trade,Daily Mail,5,4,5,5,1,4,,,,
3TRB893CTMG3P7BCNIHZBKWWLJU7GL,3X66WABAJ0ONB88IB8KBNNF56T8G3L,U12,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/N3mWF0Fr7RM.mp4,N3mWF0Fr7RM,V3,Vaccination,Nuclear Family,1,3,1,1,-1,4,,,,
3IVKZBIBK3F381QFVRXSRB4TNXKHSH,3X73LLYYQ5K8F8W3DXM8H1PCQADHN2,U10,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/TsWNc9BusJ4.mp4,TsWNc9BusJ4,FT3,Free Trade,BBC News,5,2,5,5,1,5,,,,
3WYZV0QBGMJ1D59SP9TJ48IN7XSXBW,3X87C8JFVAHI8ENB4JQOP9RJ4MCSQW,U28,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/CGYzH8nEZr0.mp4,CGYzH8nEZr0,CI2,Catalonia Independence,BBC News,5,4,5,5,1,4,I loved this video! Fun and beautiful way to know these people and how they feel about their home.,relevant,personal opinion on the video,
3LN50BUKQYH8H5TDUV8WOYSPHSXPLN,3XIQGXAUMGEGYD4V2UN5OQRGEAE7XB,U61,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/N3mWF0Fr7RM.mp4,N3mWF0Fr7RM,V3,Vaccination,Nuclear Family,2,4,2,2,1,4,The video is clearly a spoof but it puts out a heavy anti vax message at first so it's pretty useless for information but it was entertaining,relevant,satirical video,
3AA88CN99S9R6D3W0ISEMP8MVVYKY7,3XXU1SWE8Q1QKPWI6LAIP36V4W90AF,U13,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/TsWNc9BusJ4.mp4,TsWNc9BusJ4,FT3,Free Trade,BBC News,2,3,3,4,1,4,Africa will never be on the level of other continents,relevant,personal opinion,
38RHULDVA1LWBDI8LEPEOC8TSJ9IWV,3Y9N9SS8L2HKZOYR9IJ3H2C8SCG3D7,U47,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/EZJGDCx5Nas.mp4,EZJGDCx5Nas,CI3,Catalonia Independence,RT,2,2,5,4,1,4,It was a informative report.,relevant,informative video,informative
3SSN80MU9FU268DMVM6C3B1DTP4KX1,3YMTUJH0DWMCY9DSVMO1WBM09ZM4T0,U5,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/N3mWF0Fr7RM.mp4,N3mWF0Fr7RM,V3,Vaccination,Nuclear Family,2,2,2,2,-1,4,"The video, at least to me, is done in a way that would make it hard to take seriously no matter what the argument was.  It also is for the most part just opinion based.",relevant,satirical video,
3K3G488TS5EFFSR72L7E7EM2ZWMQ5P,3YW4XOSQKURA6NVY89V9391ZGRXU1E,U13,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/GzvfpyyZO9o.mp4,GzvfpyyZO9o,V1,Vaccination,Vox,2,5,2,2,1,3,They don't just put the vaccine in the needle. They put other damaging things in with it.,relevant,personal opinion,
3GMLHYZ0MH359988UWWGSCHKYOTUYG,3YWRV122CW5SHNFJ7U4OIJO7VCD8UH,U66,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/7mpxbenv6PA.mp4,7mpxbenv6PA,FT2,Free Trade,Brexit Party MEPs,4,3,4,4,1,4,,,,
3YCT0L9ONPFVIXCQYPS5WV1P857NS1,3Z2R0DQ0JLK06CG81DGI4AP1M9NE24,U67,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/CGYzH8nEZr0.mp4,CGYzH8nEZr0,CI2,Catalonia Independence,BBC News,2,3,3,3,1,5,"They don't agree if the popular party in Spain so they wish to leave. Doesn't seem like a valid reason, doesn't seem like they are being oppressed in any way",relevant,personal opinion on the topic,
3MA5N0ATUFHNH88WLHAQ1SN6KNYKW8,3Z4XG4ZF4CXKYR9ECZFB2QNBOL58X1,U26,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/EvhvMgcJ6M8.mp4,EvhvMgcJ6M8,CI1,Catalonia Independence,CNN,3,3,5,5,1,5,There should be a voice for the people but they must be peaceable.,relevant,personal opinion,
3K3G488TS5EFFSR72L7E7EM2ZWMQ5P,3Z7EFSHGNDKMAUZRTBVG4CJUE75XC1,U6,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/GzvfpyyZO9o.mp4,GzvfpyyZO9o,V1,Vaccination,Vox,5,5,5,5,1,5,,,,
3GVPRXWRQK0HLYH7D6H2WW9C0WM7ID,3ZAZR5XV05OBFPZ6UTJ11XZ5NW9ZCL,U14,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/GzvfpyyZO9o.mp4,GzvfpyyZO9o,V1,Vaccination,Vox,5,4,5,5,1,5,,,,
3NSCTNUR32TNSCKQDPASHE7XWIMA5X,3ZGVPD4G6XNS161HGFERQ7Z9BIDZT8,U12,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/7mpxbenv6PA.mp4,7mpxbenv6PA,FT2,Free Trade,Brexit Party MEPs,3,3,3,3,0,4,,,,
3PMR2DOWPR78QN494O014BLX48Q54H,3ZQIG0FLQIM3K301ANUZSLTCR1RWVX,U9,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/CGYzH8nEZr0.mp4,CGYzH8nEZr0,CI2,Catalonia Independence,BBC News,3,3,4,4,1,4,,,,
3AA88CN99S9R6D3W0ISEMP8MVVYKY7,3ZR9AIQJUFFBI0G1XK0RC0KVCM604X,U7,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/TsWNc9BusJ4.mp4,TsWNc9BusJ4,FT3,Free Trade,BBC News,3,1,4,4,-1,2,,,,
3IKDQS3DRH6NXFC34NPDCI1Q17DCIB,3ZR9AIQJUFFBI0G1XK0RC0KVDC940L,U54,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/EvhvMgcJ6M8.mp4,EvhvMgcJ6M8,CI1,Catalonia Independence,CNN,3,2,3,4,1,4,"I do not know much about the conflict in Catalonia, but this would help me gain some knowledge of what was going on over there.",relevant,"lack of knowledge, informative video",
3YCT0L9ONPFVIXCQYPS5WV1P857NS1,3ZSANO2JCJDLHPX2Q3FUDAN5W4ZSF1,U2,[PLACEHOLDER_VIDEO_STORAGE_LOCATION]/CGYzH8nEZr0.mp4,CGYzH8nEZr0,CI2,Catalonia Independence,BBC News,3,1,3,4,1,3,Thank you,not relevant,not relevant,
